m,nnzs,lvls,max_rl_cnt,max_cl_cnt,min_cl_cnt,min_rl_cnt,max_nnz_pl_rw,max_nnz_pl_cw,max_rl,max_cl,mean_rl,max_rpl,median_rpl,median_rl,median_cl,mean_nnz_pl_rw,std_rpl,std_nnz_pl_rw,std_rl,std_cl,mean_rpl,mean_max_cl_pl,mean_mean_cl_pl,mean_std_cl_pl,mean_max_rl_pl,mean_std_rl_pl,mean_mean_rl_pl,mean_min_rl_pl,mean_median_rl_pl,mkl_seq,mkl_par,cusparse_v1,cusparse_v2_lvl,cusparse_v2_nolvl,syncfree,winner,CPU winner,GPU winner,2nd,3rd,4th,5th,6th
5489,112505,355,812,812,1,1,690,690,24,24,20.496447,30,16,21,21,316.915497,8.334256,183.829529,3.600727,3.678662,15.461972,20.960564,19.6483,2.312961,20.91831,2.271177,19.585827,13.380281,20.461971,0.169353,0.24972,0.970598,0.939379,0.716285,0.413,1,1,7,2,6,5,4,3
5489,112505,355,812,812,1,1,690,690,24,24,20.496447,30,16,21,21,316.915497,8.334256,183.829529,3.600727,3.678662,15.461972,20.960564,19.6483,2.312961,20.91831,2.271177,19.585827,13.380281,20.461971,0.176171,0.26515,0.932682,0.978432,0.6956,0.413,1,1,7,2,6,5,3,4
5489,112505,355,812,812,1,1,690,690,24,24,20.496447,30,16,21,21,316.915497,8.334256,183.829529,3.600727,3.678662,15.461972,20.960564,19.6483,2.312961,20.91831,2.271177,19.585827,13.380281,20.461971,0.169127,0.252472,0.921453,0.9548,0.717926,0.4142,1,1,7,2,6,5,3,4
5489,143300,532,783,783,1,1,441,450,30,30,26.106758,16,12,27,27,269.360901,4.826952,134.275986,4.448474,4.447369,10.317669,26.770678,25.109873,2.917817,26.736841,2.968374,25.123589,17.781956,26.30545,0.197248,0.295846,0.712656,1.59194,0.744861,0.6156,1,1,7,2,6,3,5,4
5489,143300,532,783,783,1,1,441,450,30,30,26.106758,16,12,27,27,269.360901,4.826952,134.275986,4.448474,4.447369,10.317669,26.770678,25.109873,2.917817,26.736841,2.968374,25.123589,17.781956,26.30545,0.20266,0.420044,0.71367,1.59799,0.727856,0.6155,1,1,7,2,6,3,5,4
5489,143300,532,783,783,1,1,441,450,30,30,26.106758,16,12,27,27,269.360901,4.826952,134.275986,4.448474,4.447369,10.317669,26.770678,25.109873,2.917817,26.736841,2.968374,25.123589,17.781956,26.30545,0.200302,0.296838,0.713805,1.58453,0.734416,0.6154,1,1,7,2,6,3,5,4
5743,102265,5393,1,1,45,45,185,807,185,201,17.806896,45,1,16,16,18.962543,0.678849,19.087708,18.668365,18.583603,1.064899,18.421843,18.2819,0.136344,18.512888,0.149539,18.359552,18.205452,18.359632,0.163989,0.2556,7.83625,6.83546,7.09795,5.486,1,1,7,2,6,4,5,3
5773,38789,280,1036,1018,153,169,264,266,10,10,6.719037,169,18,5,5,138.53215,14.053483,57.822754,2.494625,2.491846,20.617857,9.353572,7.202467,1.531348,9.375,1.2194,7.443821,4.989286,7.4375,0.0713089,0.182639,0.845958,0.687498,0.679325,0.2964,1,1,7,2,6,5,4,3
5832,155731,5481,1,3,48,46,185,812,185,185,26.702847,46,1,16,16,28.41288,0.691719,35.846809,35.190334,35.198875,1.064039,27.883232,27.72966,0.146668,27.965517,0.153306,27.806017,27.646963,27.805601,0.232156,0.595585,8.32297,6.80909,7.82428,5.7382,1,1,7,2,6,4,5,3
5850,31280,51,7,7,822,845,5217,4602,41,39,5.347009,845,99,3,3,613.333313,147.270905,771.553528,6.670865,5.576777,114.705879,12.372549,5.025804,2.525163,19.960785,4.113286,7.310187,4.333333,5.666667,0.0635874,0.0917791,0.212922,0.123114,0.150115,0.0607,6,1,7,1,2,4,5,3
5850,31280,51,7,7,822,845,5217,4602,41,39,5.347009,845,99,3,3,613.333313,147.270905,771.553528,6.670865,5.576777,114.705879,12.372549,5.025804,2.525163,19.960785,4.113286,7.310187,4.333333,5.666667,0.066019,0.0936475,0.216541,0.128701,0.142029,0.0606,6,1,7,1,2,4,5,3
5860,26378,14,1,16,686,497,4496,6682,1193,149,4.501365,1128,407.5,4,3,1884.142822,336.765228,1351.382202,16.649227,9.71067,418.571442,27.428572,3.614089,3.807245,133.285721,3.449519,89.496162,87.5,89,0.0553307,0.129041,0.0924288,0.067856,0.0652224,0.0246,6,1,7,1,5,4,3,2
5940,45175,957,2,3,522,360,360,783,18,14,7.605219,360,3,8,8,47.204807,12.627823,44.467754,2.975864,3.231194,6.206897,10.54441,8.228372,1.447153,10.312435,1.232164,8.243932,6.135841,8.191745,0.0750662,0.104802,2.19712,2.22508,1.73036,1.0819,1,1,7,2,6,5,3,4
5952,11771,8,392,1,1640,3038,5234,7224,4,6,1.977655,3038,201,1,2,1471.375,1029.4198,1756.420166,1.062878,0.894092,744,4,1.557074,0.709073,3.25,0.19356,2.748226,2.25,2.75,0.0391883,0.0654255,0.0291296,0.0281792,0.0336864,0.017,6,1,7,4,3,5,1,2
5975,30223,2,769,4,2724,3251,26972,27499,16,1986,5.058243,3251,2987.5,1,2,15111.5,263.5,11860.5,5.302431,64.358292,2987.5,993.5,4.729314,43.552219,8.5,2.153899,5.450808,2.5,5,0.0587499,0.0938538,0.016912,0.02232,0.0256992,0.0426,3,1,3,4,5,6,1,2
6001,1137751,1501,1,1,3001,1501,1507,6003,1501,1503,189.593567,1501,3,3,1,757.995361,38.652424,433.293243,389.988129,390.948975,3.998001,752.998657,251.334656,354.049622,751.000671,352.611786,252.332458,2.998001,2.998667,1.38055,1.69574,15.7924,5.16079,2.32069,3.5941,1,1,6,2,5,6,4,3
6136,23756,41,1,1,396,2039,2782,8301,387,825,3.871578,2039,18,2,3,579.414612,372.85199,623.596069,12.749165,11.028711,149.658539,43.390244,3.593053,3.873158,100.219513,25.712795,18.364895,3.609756,9.073171,0.087325,0.134654,0.197648,0.083264,0.0841728,0.044,6,1,7,4,5,1,2,3
6316,87999,61,1,3,210,591,5770,14515,41,47,13.932711,591,45,13,13,1442.606567,122.983223,1415.072998,9.440108,9.309865,103.540985,19.081966,8.227877,4.54566,30.557377,3.700202,21.670973,14.672132,21.696722,0.144562,0.219864,0.210138,0.123098,0.0827392,0.0692,6,1,7,5,4,1,3,2
6317,31220,2,1,2,2791,3526,27694,28429,98,986,4.942219,3526,3158.5,1,2,15610,367.5,12084,6.060718,34.593853,3158.5,493.5,4.531339,23.032417,49.5,3.11046,5.461304,2.5,4.5,0.0637429,0.219095,0.0172832,0.0243072,0.0266176,0.0273,3,1,3,4,5,6,1,2
6537,34714,2,1,1,2423,4114,30600,32291,964,383,5.310387,4114,3268.5,1,2,17357,845.5,13243,13.801392,8.883289,3268.5,192,4.424526,5.196207,482.5,10.353539,6.814486,3,4.5,0.068959,0.167748,0.0239104,0.0419648,0.0396288,0.0191,6,1,7,3,5,4,1,2
6611,35472,2,1,2,2583,4028,31444,32889,862,265,5.365603,4028,3305.5,1,2,17736,722.5,13708,13.420383,12.181997,3305.5,133,4.582547,7.475063,431.5,9.809472,6.586721,2.5,4.5,0.0670696,0.357126,0.0222368,0.0401504,0.0371744,0.0166,6,1,7,3,5,4,1,2
6747,34920,10,231,220,2988,2434,19997,18617,35,43,5.175633,2434,48,2,2,3492,939.086609,5927.961426,7.139144,8.960305,674.700012,29.200001,5.578905,7.300446,20.4,4.647113,7.717795,2.9,6.7,0.0643711,0.109438,0.0465536,0.0345472,0.0374784,0.0178,6,1,7,4,5,3,1,2
6774,30485,547,18,15,844,323,331,1590,44,117,4.500295,323,8,3,2,55.731262,17.240602,39.978592,3.714563,11.400638,12.383912,18.709324,4.270864,4.873193,10.480804,2.722699,5.059929,2.605119,4.462523,0.0616178,0.0925268,1.13421,1.39722,0.808035,0.4967,1,1,7,2,6,5,3,4
6774,30485,547,18,15,844,323,331,1590,44,117,4.500295,323,8,3,2,55.731262,17.240602,39.978592,3.714563,11.400638,12.383912,18.709324,4.270864,4.873193,10.480804,2.722699,5.059929,2.605119,4.462523,0.0653262,0.0960844,1.12926,1.39574,0.816938,0.497,1,1,7,2,6,5,3,4
6867,52769,473,1936,1931,2,3,157,164,10,10,7.684433,22,11,9,9,111.56237,5.781083,34.362221,2.269108,2.265768,14.51797,9.467231,7.925593,1.571804,9.475687,1.407903,8.014758,5.69556,7.60888,0.100025,0.153152,1.04324,1.32822,1.46073,0.5161,1,1,7,2,6,3,4,5
7055,20914,166,6806,6888,84,2,250,249,3,3,2.964422,84,42.5,3,3,125.987953,23.963514,71.902451,0.186759,0.241091,42.5,2.981928,2.91541,0.194192,2.981928,0.210561,2.915482,1.993976,2.96988,0.0512716,0.646287,0.338947,0.60527,0.820122,0.1556,1,1,7,6,3,4,2,5
7055,20914,166,6806,6888,84,2,250,249,3,3,2.964422,84,42.5,3,3,125.987953,23.963514,71.902451,0.186759,0.241091,42.5,2.981928,2.91541,0.194192,2.981928,0.210561,2.915482,1.993976,2.96988,0.0539571,0.0914376,0.339098,0.641037,0.812746,0.1554,1,1,7,2,6,3,4,5
7102,88618,207,42,42,4,4,868,916,32,46,12.477894,68,34,11,11,428.106293,18.65893,250.108704,5.773731,6.26901,34.309177,23.299517,12.122908,5.682396,21.285025,4.878513,11.965447,5.888889,11.086957,0.133139,0.199868,0.705482,0.854451,0.530426,0.2405,1,1,7,2,6,5,3,4
7102,173651,414,20,20,2,2,882,915,64,92,24.451,34,17,22,22,419.446869,9.328429,245.6707,11.553596,12.544724,17.154589,45.995171,23.742258,11.365322,42.033817,9.752238,23.426617,11.15459,21.671497,0.244475,0.424598,1.30531,1.58967,0.69632,0.4837,1,1,7,2,6,5,3,4
7135,20931,30,1,1,1386,2613,3230,6857,28,73,2.933567,2613,20,2,3,697.700012,550.263184,1007.655945,2.884813,1.764261,237.833328,6.933333,2.329198,0.887164,12.766666,2.691993,4.800206,2.066667,4.233333,0.0634834,0.129694,0.0911328,0.0518336,0.0456672,0.033,6,1,7,5,4,1,3,2
7224,46858,206,3582,3,19,5,241,7259,11,3602,6.486434,37,36,3,4,227.466019,4.861703,36.009121,4.495486,73.348671,35.067963,42.995144,12.885331,17.520559,10.791262,4.364255,6.407024,2.038835,6.429612,0.0724187,0.1144,0.75449,0.74759,0.672256,0.2369,1,1,7,2,6,5,4,3
7245,27754,29,56,81,2121,183,1684,1135,38,8,3.83078,396,213,2,4,957.034485,74.856674,400.120453,4.946875,2.015692,249.827591,7.724138,4.008111,1.687907,36.724136,4.910698,3.742064,2.034483,2.689655,0.0610059,0.222852,0.158918,0.124454,0.0658432,0.0393,6,1,7,1,5,4,3,2
7320,154982,1002,4,3,1440,242,289,3636,53,85,21.172405,242,7,22,20,154.672653,7.763634,55.186554,8.317885,19.621489,7.305389,49.057884,22.149729,15.307971,30.441118,6.533602,21.688272,11.331337,22.391218,0.224848,0.362752,1.47037,4.93246,2.34742,1.1245,1,1,7,2,6,3,5,4
7337,136775,73,1601,58,2678,842,36311,17093,63,37,18.641815,1467,14,5,16,1873.630127,235.180847,5560.836914,24.544376,16.827204,100.506851,32.643837,23.445904,10.195415,39.28767,11.924651,16.049706,6.260274,11.143836,0.177881,0.271453,0.256662,0.324291,0.236842,0.0941,6,1,7,1,5,3,2,4
7337,136775,73,1601,58,2678,842,36311,17093,63,37,18.641815,1467,14,5,16,1873.630127,235.180847,5560.836914,24.544376,16.827204,100.506851,32.643837,23.445904,10.195415,39.28767,11.924651,16.049706,6.260274,11.143836,0.175542,0.274157,0.256682,0.327094,0.240022,0.094,6,1,7,1,5,3,2,4
7479,36710,2,1,2,3355,4124,32586,33355,126,674,4.90841,4124,3739.5,1,2,18355,384.5,14231,5.190968,28.512182,3739.5,337.5,4.544011,19.051001,63.5,2.133702,5.356334,2.5,4.5,0.072864,0.235783,0.0163584,0.0237056,0.0250912,0.0213,3,1,3,6,4,5,1,2
7500,138334,6,50,50,4302,2116,77898,112456,51,77,18.444532,3133,1116.5,26,1,23055.66602,1205.24292,30006.51953,11.901754,24.562191,1250,23.166666,10.819984,3.606949,30.666666,1.862237,22.09778,14.333333,22.333334,0.159564,0.243788,0.125674,0.045568,0.0500704,0.0275,6,1,7,4,5,3,1,2
7500,18872,5,50,2,4302,2116,11606,11106,5,9,2.516267,3881,1245,3,1,3774.399902,1407.0802,4143.907715,1.01987,1.99603,1500,4.4,2.009845,0.506421,3.6,0.169278,3.059619,2.6,3,0.0489964,0.0875783,0.0224384,0.0264896,0.0322528,0.0149,6,1,7,3,4,5,1,2
7548,530015,255,1,1,200,58,3214,12909,952,249,70.219261,168,3,6,67,2078.490234,47.35437,747.596252,218.592865,33.783165,29.6,54.980392,23.808771,10.252975,662.109802,38.902927,580.646667,547.192139,572.894104,0.724284,0.923299,2.95618,0.468931,0.30177,0.314,5,1,6,6,4,1,2,3
7598,28263,13,6,1,2644,56,6804,5485,10,5411,3.719795,1824,277,4,2,2174.076904,620.162842,2340.484375,0.77931,69.142303,584.461548,733.538452,63.854374,155.064316,5.769231,0.594136,3.493519,2.615385,3.538461,0.0559921,0.652378,0.0491104,0.146256,0.0660448,0.0937,3,1,3,1,5,6,4,2
7602,20153,102,5000,1,2551,51,391,391,3,52,2.651013,147,75,3,3,197.57843,37.328617,98.613274,0.490523,1.365718,74.529411,3.931373,2.510091,1.085602,2.970588,0.220439,2.704625,2.490196,2.72549,0.0500097,0.245763,0.299677,0.501907,0.264909,0.0994,1,1,7,6,2,5,3,4
7740,232876,745,56,273,1672,1,574,541,50,50,30.087339,23,10,31,33,312.585236,3.652546,102.990013,9.687127,18.188843,10.389262,47.255035,30.540625,15.383283,42.703354,8.348531,30.137907,17.326174,30.132885,0.321001,0.591514,1.51056,3.25914,1.68008,0.8867,1,1,7,2,6,3,5,4
7980,220214,560,26,21,1,25,624,599,80,58,27.595739,25,17,28,29,393.239288,6.598566,186.646912,8.579511,6.587904,14.25,38.335712,27.611654,5.910227,42.457142,7.417822,28.277428,15.830358,28.060715,0.29546,0.673955,1.64733,1.97619,0.87183,0.6729,1,1,7,6,2,5,3,4
8032,10675,15,2,3,6683,6985,6985,8494,15,15,1.329059,6985,10,1,1,711.666687,1730.519287,1720.868652,1.118774,1.058504,535.466675,9.2,3.19787,1.631694,9,0.95023,7.7781,6.066667,8,0.0447803,0.072019,0.0423392,0.0355264,0.031744,0.0252,6,1,7,5,4,3,1,2
8032,181746,2183,1,2,48,9,599,376,599,64,22.627739,13,3,21,23,83.25515,2.376933,59.462662,15.93835,9.099528,3.67934,29.142006,22.603441,4.938455,33.53138,6.917139,24.17152,16.223087,23.553825,0.255161,0.424469,3.19754,4.79358,3.12986,2.3393,1,1,7,2,6,5,3,4
8081,11977,21,6,1,4645,5041,5041,7104,5,36,1.482119,5041,6,1,1,570.333313,1091.115845,1237.972656,0.682816,0.791277,384.809509,4.809524,1.78502,0.389594,2.571429,0.188192,2.168386,2.047619,2.047619,0.0509395,0.0748364,0.0532352,0.0378368,0.0375808,0.0252,6,1,7,5,4,1,3,2
8127,42908,2,1,1,3307,4820,38088,39601,818,889,5.279685,4820,4063.5,1,2,21454,756.5,16634,11.096018,13.628486,4063.5,445,4.607987,8.543719,409.5,7.696895,6.258694,3,5.5,0.0802387,0.240807,0.0221152,0.0390496,0.0361472,0.024,3,1,3,6,5,4,1,2
8140,1012521,161,1216,152,3919,857,858204,13286,610,1523,124.388329,1522,14,9,3,6288.950195,158.697449,67352.17188,217.795761,272.826202,50.559006,1467.807495,412.398682,351.732422,83.198761,30.909477,62.84885,3.919255,76.236023,1.31776,1.85133,0.569741,2.15136,0.524083,0.4162,6,1,7,5,3,1,2,4
8192,25368,129,524,524,2,2,392,392,5,5,3.09668,126,62,3,3,196.651169,36.484066,116.894684,0.527495,0.527495,63.503876,4.139535,3.006092,0.390514,4.139535,0.385631,3.013517,2.496124,2.965116,0.0602652,0.216702,0.334746,0.610518,0.823088,0.1394,1,1,7,6,2,3,4,5
8192,25368,129,524,524,2,2,392,392,5,5,3.09668,126,62,3,3,196.651169,36.484066,116.894684,0.527495,0.527495,63.503876,4.139535,3.006092,0.390514,4.139535,0.385631,3.013517,2.496124,2.965116,0.059026,0.104943,0.334675,0.67616,0.750589,0.1394,1,1,7,2,6,3,4,5
8204,41440,2,1,10,3454,4750,36690,37986,652,125,5.051195,4750,4102,1,2,20720,648,15970,10.442423,11.990868,4102,63,4.498527,7.545197,326.5,7.165792,5.811234,2,4.5,0.0798264,0.249056,0.0204544,0.035904,0.0335936,0.0154,6,1,7,3,5,4,1,2
8205,66886,503,2573,2573,1,2,235,236,11,11,8.151858,34,14,7,7,132.974152,9.213181,63.687901,2.021903,2.0213,16.312128,8.918489,8.528037,0.884141,8.920477,0.740617,8.57303,6.590457,8.867793,0.0980802,0.147913,1.82694,1.75795,2.37855,0.5652,1,1,7,2,6,4,3,5
8219,125444,7992,2164,2914,74,1,43,30,19,19,15.262684,3,1,16,17,15.696197,0.19263,3.923894,3.433796,4.251892,1.028403,15.574325,15.488633,0.08132,15.428554,0.082501,15.341926,15.253754,15.343469,0.177197,0.315007,10.419,9.52153,9.98226,8.0441,1,1,7,2,6,4,5,3
8361,24112,32,1,1,3827,1814,2403,4890,24,51,2.883866,1814,168,2,2,753.5,363.344482,554.75293,2.002278,3.348981,261.28125,19.375,2.681634,2.727133,14.1875,2.237879,4.133308,2,3.5625,0.120036,0.342495,0.147194,0.0793312,0.082432,0.0424,6,1,7,4,5,1,3,2
8765,25618,280,1,1,1325,693,693,1515,9,22,2.922761,693,26,3,3,91.492859,44.674744,60.485714,1.084281,1.741108,31.303572,8.103572,2.997895,1.665114,5.260714,0.919751,3.160649,2.021429,3.032143,0.113309,0.186341,0.454608,0.952816,1.12343,0.2347,1,1,7,2,6,3,4,5
9000,1644345,3801,1,1,5,5,1555,1454,453,473,182.705002,7,2,175,172,432.608521,1.317102,321.428558,92.208618,115.621735,2.367798,239.723236,206.181473,28.546106,212.814529,37.852207,167.612152,125.539597,165.870422,2.94285,2.67372,15.6598,11.0322,8.02929,8.2742,2,2,6,1,5,6,4,3
9035,132389,572,1,1,2057,539,608,4811,147,314,14.652905,539,15,15,10,231.449295,23.282888,128.777878,5.90138,13.706592,15.795455,38.924824,16.450483,10.708087,22.531469,4.308724,15.557312,8.736014,15.548077,0.203374,0.30711,1.63893,2.36219,1.00884,0.6923,1,1,7,2,6,5,3,4
9129,34927,227,20,19,1348,1325,1365,2983,44,34,3.825939,1325,26,3,3,153.863434,92.432632,147.089874,3.377067,3.915114,40.215858,17.378855,4.429832,3.878588,13.004405,2.470304,4.474293,2.246696,3.898678,0.0713676,0.431018,0.718208,0.6716,0.618605,0.2214,1,1,7,6,2,5,4,3
9129,34927,227,20,19,1348,1325,1365,2983,44,34,3.825939,1325,26,3,3,153.863434,92.432632,147.089874,3.377067,3.915114,40.215858,17.378855,4.429832,3.878588,13.004405,2.470304,4.474293,2.246696,3.898678,0.0703473,0.143246,0.715872,0.655942,0.610925,0.2216,1,1,7,2,6,5,4,3
9271,73041,2,1,1,4034,5237,67804,69007,668,547,7.878438,5237,4635.5,1,2,36520.5,601.5,31283.5,16.432236,39.04858,4635.5,274,7.088409,25.665167,334.5,10.947586,8.904065,2,4.5,0.115169,0.182929,0.0220544,0.0384448,0.0355328,0.0213,6,1,7,3,5,4,1,2
9506,760633,9506,1,1,1,1,97,109,97,109,80.016098,1,1,83,76,80.016098,0,11.290293,11.290293,15.931418,1,80.016098,80.016098,0,80.016098,0,80.016098,80.016098,80.016098,0.917891,1.28688,21.8826,9.53607,10.2004,16.0113,1,1,4,2,4,5,6,3
9506,760632,9506,1,1,1,1,97,109,97,109,80.015991,1,1,83,76,80.015991,0,11.290474,11.290474,15.931501,1,80.015991,80.015991,0,80.015991,0,80.015991,80.015991,80.015991,0.944916,1.19218,21.9095,9.5355,10.2122,16.0213,1,1,4,2,4,5,6,3
9506,758028,9506,1,1,1,1,97,109,97,109,79.742058,1,1,83,74,79.742058,0,11.398005,11.398005,15.925888,1,79.742058,79.742058,0,79.742058,0,79.742058,79.742058,79.742058,0.914483,1.28295,21.8338,9.22249,10.0012,15.9417,1,1,4,2,4,5,6,3
9506,758158,9506,1,1,1,1,97,105,97,105,79.75573,1,1,82,73,79.75573,0,10.56982,10.56982,15.805614,1,79.75573,79.75573,0,79.75573,0,79.75573,79.75573,79.75573,0.910794,1.24347,21.811,9.06396,9.70803,15.7397,1,1,4,2,4,5,6,3
9506,684169,9506,375,3,1,1,82,94,82,94,71.972336,1,1,74,67,71.972336,0,7.698272,7.698272,12.856291,1,71.972336,71.972336,0,71.972336,0,71.972336,71.972336,71.972336,0.821489,1.11651,20.9,10.1026,9.68284,14.4451,1,1,6,2,5,4,6,3
9506,591626,9506,3,2,1,1,71,80,71,80,62.237114,1,1,64,58,62.237114,0,6.553744,6.553744,11.146517,1,62.237114,62.237114,0,62.237114,0,62.237114,62.237114,62.237114,0.701244,1.06088,19.6913,9.75248,8.91003,14.1344,1,1,6,2,5,4,6,3
9506,490688,9506,1,1,1,1,59,68,59,68,51.618767,1,1,52,48,51.618767,0,5.31891,5.31891,9.483087,1,51.618767,51.618767,0,51.618767,0,51.618767,51.618767,51.618767,0.593789,0.804052,18.5587,8.89316,9.15312,11.1176,1,1,4,2,4,5,6,3
9506,413904,9506,1,2,1,1,52,58,52,58,43.541344,1,1,44,42,43.541344,0,4.84956,4.849559,7.297056,1,43.541344,43.541344,0,43.541344,0,43.541344,43.541344,43.541344,0.497995,0.853068,17.6424,9.18564,9.09814,9.9875,1,1,6,2,5,4,6,3
9506,352370,9506,93,1,1,1,47,52,47,52,37.068169,1,1,35,38,37.068169,0,5.239256,5.239256,5.971176,1,37.068169,37.068169,0,37.068169,0,37.068169,37.068169,37.068169,0.429462,0.658427,15.8365,8.82618,9.15313,9.631,1,1,4,2,4,5,6,3
9506,319563,9506,362,2,1,1,42,47,42,47,33.616978,1,1,32,33,33.616978,0,4.853161,4.853161,5.725637,1,33.616978,33.616978,0,33.616978,0,33.616978,33.616978,33.616978,0.399713,0.765154,14.0944,8.60042,8.96542,9.6904,1,1,4,2,4,5,6,3
9506,298259,9506,2,1,1,1,41,46,41,46,31.375868,1,1,30,32,31.375868,0,4.943463,4.943463,5.823262,1,31.375868,31.375868,0,31.375868,0,31.375868,31.375868,31.375868,0.377185,0.645019,13.3116,8.6782,9.13766,9.7315,1,1,4,2,4,5,6,3
9506,274654,9506,282,1,1,1,39,45,39,45,28.8927,1,1,28,29,28.8927,0,5.118155,5.118155,6.147724,1,28.8927,28.8927,0,28.8927,0,28.8927,28.8927,28.8927,0.354896,0.67993,12.2502,8.75196,10.5309,9.6515,1,1,4,2,4,6,5,3
9506,252825,9506,189,2,1,1,37,40,37,40,26.596359,1,1,25,26,26.596359,0,4.925388,4.925388,6.450774,1,26.596359,26.596359,0,26.596359,0,26.596359,26.596359,26.596359,0.355569,0.645236,11.5573,10.2614,11.5761,9.7292,1,1,7,2,6,4,3,5
9506,241989,9506,594,1,1,1,34,40,34,40,25.45645,1,1,24,24,25.45645,0,5.317487,5.317487,6.651086,1,25.45645,25.45645,0,25.45645,0,25.45645,25.45645,25.45645,0.314353,0.510585,11.34,10.3513,11.1126,9.7812,1,1,7,2,6,4,5,3
9506,228162,9506,1,1,1,1,34,37,34,37,24.001894,1,1,22,23,24.001894,0,5.171231,5.171231,6.271254,1,24.001894,24.001894,0,24.001894,0,24.001894,24.001894,24.001894,0.312576,0.567772,10.9587,11.2314,11.9512,10.0274,1,1,7,2,6,3,4,5
9506,208885,9197,1,2,1,1,42,38,33,36,21.974016,2,1,21,20,22.712297,0.180192,6.669709,5.536868,6.606876,1.033598,22.443514,22.074535,0.368979,22.040339,0.033598,22.006741,21.973143,22.006741,0.285847,0.476252,10.6385,15.2806,12.272,9.8473,1,1,7,2,6,3,5,4
9506,205477,9505,1,2,1,1,33,44,33,35,21.615505,2,1,20,21,21.617781,0.010257,5.848665,5.851408,6.355332,1.000105,21.615677,21.615465,0.00021,21.616938,0,21.616938,21.616938,21.616938,0.299363,0.498462,10.9185,11.1109,12.2991,10.096,1,1,7,2,6,3,4,5
9506,202506,9505,1,1,1,1,33,42,33,35,21.302967,2,1,20,21,21.305208,0.010257,5.738411,5.741095,5.966431,1.000105,21.303209,21.302998,0.00021,21.304367,0,21.304367,21.304367,21.304367,0.283675,0.69463,10.9153,11.6559,15.0288,10.1509,1,1,7,2,6,3,4,5
9506,202161,9505,389,1,1,1,32,42,32,35,21.266674,2,1,20,21,21.268911,0.010257,5.698959,5.701652,5.938929,1.000105,21.266912,21.266703,0.00021,21.26807,0,21.26807,21.26807,21.26807,0.282818,0.548119,10.9173,10.5896,11.9865,10.1191,1,1,7,2,6,4,3,5
9506,202159,9505,389,1,1,1,32,42,32,35,21.266464,2,1,20,21,21.268702,0.010257,5.69895,5.701643,5.938797,1.000105,21.266703,21.266491,0.00021,21.267859,0,21.267859,21.267859,21.267859,0.282209,0.44115,10.9675,11.5598,12.2915,10.1367,1,1,7,2,6,3,4,5
9506,202157,9505,389,1,1,1,32,42,32,35,21.266253,2,1,20,21,21.26849,0.010257,5.699071,5.701764,5.938966,1.000105,21.266491,21.266281,0.00021,21.267649,0,21.267649,21.267649,21.267649,0.283817,0.442602,10.9226,14.0877,12.5071,10.1359,1,1,7,2,6,3,5,4
9506,202157,9505,389,1,1,1,32,42,32,35,21.266253,2,1,20,21,21.26849,0.010257,5.699071,5.701764,5.938966,1.000105,21.266491,21.266281,0.00021,21.267649,0,21.267649,21.267649,21.267649,0.284013,0.491909,10.967,11.1137,14.1618,10.1351,1,1,7,2,6,3,4,5
9506,202157,9505,389,1,1,1,32,42,32,35,21.266253,2,1,20,21,21.26849,0.010257,5.699071,5.701764,5.938966,1.000105,21.266491,21.266281,0.00021,21.267649,0,21.267649,21.267649,21.267649,0.287066,0.491332,10.9672,11.2728,12.2022,10.1362,1,1,7,2,6,3,4,5
9506,202157,9505,389,1,1,1,32,42,32,35,21.266253,2,1,20,21,21.26849,0.010257,5.699071,5.701764,5.938966,1.000105,21.266491,21.266281,0.00021,21.267649,0,21.267649,21.267649,21.267649,0.28362,0.501045,10.9652,10.9428,12.3633,10.1377,1,1,7,2,6,4,3,5
9506,202157,9505,389,1,1,1,32,42,32,35,21.266253,2,1,20,21,21.26849,0.010257,5.699071,5.701764,5.938966,1.000105,21.266491,21.266281,0.00021,21.267649,0,21.267649,21.267649,21.267649,0.284335,0.506543,10.923,11.1201,12.5325,10.1324,1,1,7,2,6,3,4,5
9506,367280,9506,497,2,1,1,55,53,55,53,38.63665,1,1,37,40,38.63665,0,7.724867,7.724867,6.814801,1,38.63665,38.63665,0,38.63665,0,38.63665,38.63665,38.63665,0.451338,0.621689,16.3121,9.01368,9.23443,9.8543,1,1,4,2,4,5,6,3
9540,112095,607,1,2,11,1429,1429,19417,51,30,11.75,1429,11,9,10,184.670517,61.900082,128.233337,10.60707,5.488684,15.71664,19.016474,11.304801,4.344391,31.873146,8.464252,15.258456,5.878089,13.083196,0.197722,0.335111,1.60029,2.06066,2.61959,0.6849,1,1,7,2,6,3,4,5
9604,47434,292,9312,9312,1,1,244,244,5,5,4.938984,49,37,5,5,162.445206,16.166567,81.080971,0.373286,0.373286,32.890411,4.965754,4.855165,0.343438,4.965754,0.343439,4.855165,3.321918,4.946918,0.0769137,0.139971,0.629373,1.64501,2.04462,0.3106,1,1,7,2,6,3,4,5
9669,38530,480,1,2,10,13,96,99,6,7,3.9849,24,21,4,4,80.270836,3.422682,14.034986,0.232305,0.366928,20.143749,4.622917,3.945507,0.299405,4.166667,0.097699,3.98728,3.754167,3.99375,0.0682196,0.140044,0.740307,1.84861,2.26355,0.4246,1,1,7,2,6,3,4,5
