m,nnzs,lvls,max_rl_cnt,max_cl_cnt,min_cl_cnt,min_rl_cnt,max_nnz_pl_rw,max_nnz_pl_cw,max_rl,max_cl,mean_rl,max_rpl,median_rpl,median_rl,median_cl,mean_nnz_pl_rw,std_rpl,std_nnz_pl_rw,std_rl,std_cl,mean_rpl,mean_max_cl_pl,mean_mean_cl_pl,mean_std_cl_pl,mean_max_rl_pl,mean_std_rl_pl,mean_mean_rl_pl,mean_min_rl_pl,mean_median_rl_pl,mkl_seq,mkl_par,cusparse_v1,cusparse_v2_lvl,cusparse_v2_nolvl,syncfree,winner,CPU winner,GPU winner,2nd,3rd,4th,5th,6th
11305,29724,31,1,1,1902,3219,4315,8284,28,85,2.629279,3219,81,2,2,958.838684,682.376038,1285.081665,2.364175,1.585686,364.677429,7.354839,2.134436,0.802418,12.483871,1.853869,2.997639,2,2.258065,0.0829682,0.399541,0.111414,0.0616896,0.0569376,0.0368,6,1,7,5,4,1,3,2
11341,54944,56,1,1,1384,1713,2834,9084,2738,353,4.844723,1713,114,3,3,981.142883,289.410309,609.258545,26.177568,6.376758,202.517853,33.857143,4.676305,5.900285,81.678574,22.30666,14.079907,2.339286,5.758929,0.183162,0.286221,0.292832,0.161734,0.168854,0.0639,6,1,7,4,5,1,2,3
11397,81021,50,1,4,1,283,4319,7291,21,20,7.108976,940,129.5,7,7,1620.420044,248.046234,1267.301147,3.61471,2.632213,227.940002,10.88,5.677462,1.712421,14.94,1.816151,11.086649,7.3,11.14,0.149269,0.434208,0.18544,0.14191,0.147664,0.0605,6,1,7,4,5,1,3,2
11445,93781,885,134,1,135,2,197,260,12,20,8.194058,21,13,8,7,105.967232,5.757622,50.826836,1.432628,4.291599,12.932203,12.7887,8.195117,2.845852,9.409039,0.964436,8.077726,6.251977,8.033898,0.138945,0.311327,2.14574,3.02016,3.65999,0.904,1,1,7,2,6,3,4,5
11445,93781,885,134,1,135,2,197,260,12,20,8.194058,21,13,8,7,105.967232,5.757622,50.826836,1.432628,4.291599,12.932203,12.7887,8.195117,2.845852,9.409039,0.964436,8.077726,6.251977,8.033898,0.135866,0.22623,2.04789,3.08949,4.81352,0.9039,1,1,7,2,6,3,4,5
11445,93781,885,134,1,135,2,197,260,12,20,8.194058,21,13,8,7,105.967232,5.757622,50.826836,1.432628,4.291599,12.932203,12.7887,8.195117,2.845852,9.409039,0.964436,8.077726,6.251977,8.033898,0.135505,0.389281,2.058,3.19585,3.69725,0.9041,1,1,7,2,6,3,4,5
11532,258598,6,62,62,6810,3364,154260,219052,63,95,22.424385,4999,1576.5,32,1,43099.66797,1934.734375,59231.03906,14.730924,30.22617,1922,28.166666,12.770752,3.963687,37.666668,2.085085,27.100462,17.333334,27.333334,0.278807,0.454588,0.0342176,0.040528,0.0713664,0.0379,3,1,3,6,4,5,1,2
11532,28628,5,62,2,6810,3364,18794,17490,5,9,2.482484,6281,1757,3,1,5725.600098,2335.487549,6874.119141,1.008783,1.976436,2306.399902,4.4,1.954057,0.434771,3.6,0.164121,3.075731,2.6,3,0.0609757,0.483821,0.022432,0.0267168,0.0369632,0.0166,6,1,7,3,4,5,1,2
11685,30074,36,1,3,2008,3339,4553,8527,28,9,2.573727,3339,57.5,2,2,835.388916,683.586792,1294.908691,2.321814,1.354235,324.583344,4.583333,2.094143,0.721409,11.027778,1.671672,2.883549,1.972222,2.277778,0.0784485,0.227179,0.116144,0.0619264,0.0538624,0.0411,6,1,7,5,4,1,3,2
11730,221560,1586,1748,1487,2,335,335,4183,33,27,18.888321,335,7,20,18,139.697357,8.359262,26.165142,8.576241,4.411194,7.395965,25.377048,18.95435,3.852932,30.775536,7.709822,19.354004,8.444514,20.027113,0.279746,0.464724,2.36233,5.24956,5.10464,1.8398,1,1,7,2,6,3,5,4
11790,71658,91,5,5,1622,1705,18333,15854,81,79,6.077863,1705,99,3,3,787.450562,232.625641,1951.121338,9.259525,8.453678,129.56044,12.868132,5.191503,2.493169,21.472527,4.14426,7.544501,4.626374,5.846154,0.1232,0.208508,0.384742,0.325984,0.307194,0.1029,6,1,7,1,2,5,4,3
11790,71658,91,5,5,1622,1705,18333,15854,81,79,6.077863,1705,99,3,3,787.450562,232.625641,1951.121338,9.259525,8.453678,129.56044,12.868132,5.191503,2.493169,21.472527,4.14426,7.544501,4.626374,5.846154,0.119919,0.212493,0.388262,0.347248,0.310989,0.1038,6,1,7,1,2,5,4,3
11948,80519,310,1,1,1339,1633,1633,6619,40,31,6.73912,1633,26,6,6,259.738708,106.59787,211.460373,4.996298,4.475764,38.541935,16.467741,7.381488,3.785776,19.312902,4.183855,9.395072,3.43871,8.856452,0.194304,0.360665,1.06741,0.830352,0.668259,0.313,1,1,7,6,2,5,4,3
11999,53988,11999,5998,5998,1,1,5,5,5,5,4.499375,1,1,4,4,4.499375,0,0.501664,0.501664,0.501664,1,4.499375,4.499375,0,4.499375,0,4.499375,4.499375,4.499375,0.0831125,0.320367,42.416,18.9527,20.3017,10.1122,1,1,7,2,6,4,5,3
12005,135942,933,515,518,606,306,306,333,26,26,11.323782,306,7,10,10,145.704178,11.642566,54.410965,6.184613,6.205119,12.867095,20.220793,12.702013,5.000806,20.246517,4.941436,12.905051,6.801715,12.101286,0.189547,0.386353,2.22568,3.00527,1.84135,1.0353,1,1,7,2,6,5,3,4
12111,45537,22,441,109,5111,1111,4454,6639,8,14,3.75997,1179,559.5,4,3,2069.863525,407.278412,1497.140991,1.566442,3.182958,550.5,9.772727,2.79644,2.127421,6.818182,1.033166,4.143831,2.636364,3.727273,0.0816659,0.160904,0.0822784,0.0671456,0.0723936,0.0311,6,1,7,4,5,1,3,2
12127,28306,15,1,22,4653,6381,6381,12321,2303,8,2.334131,6381,250,1,2,1887.06665,1564.181396,1823.879761,21.022572,1.336576,808.466675,5.6,2.284238,0.891012,182.933334,52.324047,22.47942,1.933333,4.633333,0.0683452,0.127321,0.0969792,0.0879808,0.0742432,0.0272,6,1,7,1,5,4,3,2
12328,177578,228,1,16,336,1,2792,1415,78,115,14.404445,125,52,13,10,778.850891,25.471251,586.801453,8.267035,13.781593,54.070175,58.719299,18.513741,12.431332,32.328949,5.763798,12.725029,4.605263,11.736842,0.273586,0.46282,0.917251,1.68628,0.992762,0.2831,1,1,7,6,2,3,5,4
12504,443698,150,1,1,203,37,7336,7840,245,331,35.484486,167,86,32,29,2957.986572,37.029945,1915.155029,25.068945,31.985575,83.360001,101.333336,36.791912,17.600658,86.760002,12.809451,38.309952,21.833334,35.73,0.56839,0.826404,0.831933,1.69858,1.62038,0.2195,6,1,7,1,2,3,5,4
12546,78338,194,4096,7938,4096,2,612,612,9,9,6.244062,98,73,5,9,403.804138,32.311699,205.354568,1.954828,3.72315,64.670105,8.835052,6.118937,3.543874,8.871134,1.935833,6.119603,3.515464,4.958763,0.113629,0.179502,0.657802,0.859354,1.08298,0.2307,1,1,7,2,6,3,4,5
12546,78338,194,4096,7938,4096,2,612,612,9,9,6.244062,98,73,5,9,403.804138,32.311699,205.354568,1.954828,3.72315,64.670105,8.835052,6.118937,3.543874,8.871134,1.935833,6.119603,3.515464,4.958763,0.114453,0.385089,0.648781,0.869453,0.993795,0.2307,1,1,7,6,2,3,4,5
12992,33917,4,1503,1386,5477,3006,13419,13410,6,5,2.610606,3807,3089.5,2,3,8479.25,329.861328,4062.631592,1.445251,1.483827,3248,3.25,2.654774,0.554172,3,0.451406,2.597959,1.75,2.625,0.062438,0.484327,0.0194304,0.024512,0.02856,0.0177,6,1,7,3,4,5,1,2
13206,93829,2,1,2,6314,6892,86937,87515,51,2242,7.105028,6892,6603,1,2,46914.5,289,40022.5,7.47509,85.213234,6603,1121.5,6.849028,58.839172,26,2.81861,7.384463,2.5,7.5,0.135792,0.246324,0.0243264,0.0349952,0.0368608,0.0488,3,1,3,4,5,6,1,2
13250,33455,36,2,1,2242,3519,4823,8870,26,9,2.524906,3519,85.5,2,2,929.305542,724.28833,1387.160156,2.187103,1.316837,368.055542,4.805555,2.066512,0.728591,10.416667,1.459934,2.750342,1.972222,2.208333,0.0880515,0.208721,0.121418,0.0670048,0.0572448,0.0444,6,1,7,5,4,1,3,2
13250,33455,36,2,1,2242,3519,4823,8870,26,9,2.524906,3519,85.5,2,2,929.305542,724.28833,1387.160156,2.187103,1.316837,368.055542,4.805555,2.066512,0.728591,10.416667,1.459934,2.750342,1.972222,2.208333,0.087496,0.153808,0.122736,0.0659936,0.0569344,0.0443,6,1,7,5,4,1,3,2
13251,33457,36,2,1,2242,3519,4823,8870,26,9,2.524866,3519,85.5,2,2,929.361084,724.288635,1387.182983,2.187025,1.316795,368.083344,4.805555,2.06649,0.728553,10.416667,1.459838,2.750194,1.972222,2.208333,0.0871464,0.277529,0.120595,0.0664768,0.060208,0.045,6,1,7,5,4,1,3,2
13251,33457,36,2,1,2242,3519,4823,8870,26,9,2.524866,3519,85.5,2,2,929.361084,724.288635,1387.182983,2.187025,1.316795,368.083344,4.805555,2.06649,0.728553,10.416667,1.459838,2.750194,1.972222,2.208333,0.0895429,0.16283,0.12025,0.0682656,0.0598016,0.0452,6,1,7,5,4,1,3,2
13275,33630,36,1,1,2266,3542,4965,9032,28,85,2.533333,3542,83.5,2,2,934.166687,729.863403,1402.026733,2.205147,1.504644,368.75,6.722222,2.083414,0.707338,11.111111,1.517555,2.768023,2,2.222222,0.089144,0.173806,0.124214,0.0660032,0.0623584,0.0445,6,1,7,5,4,1,3,2
13296,33547,36,2,1,2288,3519,4915,8916,26,9,2.52309,3519,85.5,2,2,931.861084,727.8526,1394.397095,2.183533,1.317547,369.333344,4.805555,2.065873,0.728896,10.416667,1.459882,2.750324,1.972222,2.208333,0.0908676,0.17074,0.122042,0.0658592,0.0571392,0.0443,6,1,7,5,4,1,3,2
13309,33578,36,2,1,2252,3534,4840,8901,26,9,2.522954,3534,86.5,2,2,932.722229,726.908691,1390.592285,2.183729,1.315628,369.694458,4.805555,2.06577,0.727991,10.416667,1.45523,2.748183,1.972222,2.208333,0.08767,0.287628,0.121373,0.0671392,0.0625664,0.0449,6,1,7,5,4,1,3,2
13436,68821,8,708,12,5632,4093,24435,33683,28,33,5.122135,4093,1998.5,3,3,8602.625,1311.54834,7515.744141,6.57432,6.831917,1679.5,22.5,3.608925,4.605882,24.625,6.291654,8.358035,2,7.25,0.108931,0.196336,0.0403584,0.0331712,0.041264,0.019,6,1,7,4,3,5,1,2
13514,183138,107,1,1,921,100,4792,5737,34,100,13.551724,281,117,13,9,1711.570068,74.684532,1282.819702,5.717372,15.913165,126.299065,54.345795,17.347486,12.839321,22.672897,3.702464,12.692898,4.850467,12.369159,0.307712,0.647488,0.412659,0.842538,0.582253,0.1277,6,1,7,1,3,5,2,4
13535,202071,168,1296,1296,4,1,3149,2478,42,42,14.929516,150,88,16,16,1202.803589,47.388168,879.855408,10.847919,10.901177,80.565475,28.303572,15.02382,8.389305,29.369047,8.021373,14.710475,4.583333,13.485119,0.266145,0.437977,0.643651,0.788291,0.694064,0.2477,6,1,7,1,2,3,5,4
13681,345098,1527,1,6,1,1,600,393,600,47,25.224619,15,9,26,26,225.997375,2.214065,53.755489,6.590538,4.030626,8.959397,28.949574,25.140484,3.300543,29.709888,3.553396,25.633976,18.816633,26.308449,0.443762,0.621132,2.81303,5.51878,3.72091,1.7346,1,1,7,2,6,3,5,4
13694,64365,1107,38,35,1684,623,623,3130,44,117,4.700233,623,8,3,2,58.143631,22.071417,45.630627,3.92243,12.110286,12.37037,20.02981,4.488249,5.329364,11.100271,2.92609,5.176099,2.530262,4.570009,0.102601,0.384132,2.24047,3.47748,2.1632,1.0206,1,1,7,2,6,5,3,4
13694,64365,1107,38,35,1684,623,623,3130,44,117,4.700233,623,8,3,2,58.143631,22.071417,45.630627,3.92243,12.110286,12.37037,20.02981,4.488249,5.329364,11.100271,2.92609,5.176099,2.530262,4.570009,0.103013,0.346104,2.24301,3.51257,2.27297,1.0197,1,1,7,2,6,3,5,4
13935,45027,7,72,1,6472,5352,15341,27621,23,29,3.231216,5352,1069,2,2,6432.428711,1970.762573,5842.089844,3.31829,3.828144,1990.714233,18.714285,2.04767,1.991428,18.571428,3.712883,5.524249,2.428571,4.142857,0.080937,0.315186,0.0347552,0.0290592,0.0378912,0.0205,6,1,7,4,3,5,1,2
13965,168435,167,8670,8670,3,3,1251,1251,14,14,12.061225,105,96,14,14,1008.592834,30.238298,390.468903,2.767447,2.767447,83.622757,13.538922,11.557747,2.429575,13.538922,2.429576,11.557747,6.329341,12.886228,0.20594,0.446775,0.632454,0.950982,0.910029,0.2222,1,1,7,6,2,3,5,4
13965,491274,501,2883,2871,1,1,1251,1261,42,42,35.178947,36,32,40,40,980.586853,10.079631,381.210297,8.341923,8.341434,27.874252,39.616768,33.669247,7.288384,39.616768,7.288196,33.66943,17.984032,37.656685,0.592596,0.982934,2.37086,2.62611,1.34902,0.7639,1,1,7,6,2,5,3,4
14000,933552,299,1,1,109,110,7839,13091,291,257,66.682289,110,46,62,62,3122.247559,9.446134,1729.201782,43.493992,43.796246,46.822742,111.301003,64.220871,18.500929,116.391304,18.823963,69.503563,31.648829,68.693977,1.20435,1.51631,1.89464,5.80377,14.3298,0.6746,6,1,7,1,2,3,4,5
14098,238270,106,6930,10,76,23,2404,42411,32,7002,16.900978,144,140,3,5,2247.830078,26.66423,534.130737,14.986166,186.375519,133,219.66037,50.873726,82.688133,30.481133,14.040095,16.336884,2.273585,15.382075,0.252567,0.395142,0.694061,0.373078,1.01069,0.1958,6,1,7,1,4,2,3,5
14214,137061,1899,16,14,4,637,637,2997,13,13,9.642676,637,7,10,10,72.175354,14.633748,26.660965,2.072863,1.628553,7.484992,10.989995,9.794683,0.936313,11.14218,0.764805,10.044913,8.875724,10.047394,0.235513,0.462899,2.78868,7.08674,6.11214,1.8754,1,1,7,2,6,3,5,4
14270,300197,58,3660,116,4467,587,75924,74113,63,37,21.03693,3372,59.5,5,35,5175.810547,618.985901,14455.45606,25.544754,16.79291,246.034485,31.413794,25.99457,8.929762,49.948277,13.434486,20.25106,9.172414,13.327586,0.346152,0.679464,0.258006,0.297168,0.210426,0.0793,6,1,7,5,3,4,1,2
14270,300197,58,3660,116,4467,587,75924,74113,63,37,21.03693,3372,59.5,5,35,5175.810547,618.985901,14455.45606,25.544754,16.79291,246.034485,31.413794,25.99457,8.929762,49.948277,13.434486,20.25106,9.172414,13.327586,0.380888,0.566846,0.256902,0.326557,0.213706,0.0793,6,1,7,5,3,4,1,2
14340,9041364,4040,1,1,673,442,15193,12255,5574,6626,630.499573,442,3,282,252,2237.961426,7.402838,1711.930054,855.416138,883.261108,3.549505,1519.13147,899.973511,411.65683,1465.831421,349.524414,961.255798,623.216309,881.860168,17.0299,18.322,92.449,129.984,229.945,10.5677,6,1,7,1,2,3,4,5
14454,86625,11,3582,1,7225,3608,52788,21610,13,7208,5.993151,4802,7,5,3,7875,1653.991089,14954.07617,4.371233,105.253014,1314,2085.727295,427.042755,800.764099,6.545455,0.948792,4.985041,3.363636,5.318182,0.123679,0.224363,0.044752,0.085856,0.08816,0.1177,3,1,3,4,5,6,1,2
14454,86625,11,3582,1,7225,3608,52788,21610,13,7208,5.993151,4802,7,5,3,7875,1653.991089,14954.07617,4.371233,105.253014,1314,2085.727295,427.042755,800.764099,6.545455,0.948792,4.985041,3.363636,5.318182,0.119003,0.210021,0.0443936,0.0845056,0.0838592,0.1177,3,1,3,5,4,6,1,2
14538,1458648,112,6831,69,154,119,14640,127035,209,6902,100.333473,151,138,3,5,13023.64258,19.797565,4416.201172,103.276031,474.64682,129.803574,680.473206,112.732529,193.755142,187.598221,89.4356,99.123703,3.839286,94.0625,1.63904,2.03987,0.905536,0.524822,0.847261,0.2673,6,1,7,4,5,3,1,2
14734,53791,349,3255,6510,1,1,272,331,5,5,3.650808,68,45,4,3,154.128937,21.819754,82.469711,1.111181,1.29482,42.217766,4.277937,3.606406,0.587985,4.467049,0.817282,3.594913,2.644699,2.992837,0.092766,0.160188,0.722006,2.2831,2.76194,0.3556,1,1,7,2,6,3,4,5
14760,94721,111,1,1,2022,2135,27234,24369,101,99,6.417412,2135,99,3,3,853.342346,266.684235,2617.919189,10.547388,9.95455,132.972977,12.873874,5.228238,2.482902,21.792793,4.148601,7.597363,4.693694,5.882883,0.154847,0.568492,0.47344,0.474016,0.384822,0.1238,6,1,7,1,5,3,4,2
14822,365313,1854,121,126,156,161,1038,7550,50,50,24.646673,161,4,25,25,197.040451,11.936816,205.133209,12.106605,12.148217,7.994606,32.573895,22.439392,6.959286,37.100323,6.923931,27.229307,17.209816,27.238403,0.490886,0.794197,4.25768,4.78313,2.19361,1.9765,1,1,7,2,6,5,3,4
14913,72655,2,1,2,6830,8083,64572,65825,140,1397,4.871924,8083,7456.5,1,2,36327.5,626.5,28244.5,4.846697,42.098743,7456.5,699,4.571817,28.489033,70.5,1.771389,5.227087,2.5,5,0.117618,0.192496,0.0214304,0.033248,0.0337856,0.0333,3,1,3,4,6,5,1,2
15066,40474,32,3,1,2529,4602,5977,11446,24,133,2.686446,4602,88,2,2,1264.8125,941.181213,1710.330811,2.451017,1.758761,470.8125,9.8125,2.216422,0.906444,14.53125,2.538307,3.42056,1.96875,2.328125,0.107984,0.198123,0.120211,0.0713888,0.068608,0.0449,6,1,7,5,4,1,3,2
15343,113372,2,1,1,6641,8702,104670,106731,630,2133,7.389168,8702,7671.5,1,2,56686,1030.5,47984,17.270933,36.004669,7671.5,1067,6.632556,23.615236,315.5,11.890761,8.38059,2,4.5,0.163106,0.387592,0.0231392,0.0412032,0.0400384,0.0461,3,1,3,5,4,6,1,2
15374,594088,114,7425,25,107,49,5967,39330,77,7502,38.642384,158,150,4,5,5211.29834,32.664394,1883.80542,37.430485,302.236633,134.85965,770.140381,61.199821,166.718506,68.710526,32.159164,36.755653,2.649123,37.083332,0.676008,1.04761,0.699568,1.00925,1.0537,0.2938,6,1,7,1,3,4,2,5
15435,86854,24,1,2,1212,2456,14207,21072,62,20,5.627081,4257,138,3,5,3618.916748,1045.444946,4054.487305,5.4918,3.369267,643.125,12.166667,4.790525,2.221996,32.958332,5.107692,15.716033,8.5,15.104167,0.143492,0.23905,0.0921568,0.0570496,0.0583712,0.0391,6,1,7,4,5,3,1,2
15439,15439,1,15439,15439,15439,15439,15439,15439,1,1,1,15439,15439,1,1,15439,0,0,0,0,15439,1,1,0,1,0,1,1,1,0.0499188,0.109948,0.0084416,0.0253568,0.0271264,0.0151,3,1,3,6,4,5,1,2
15439,133840,880,5,4,205,19,319,318,28,44,8.668955,42,17,8,8,152.090912,7.38197,57.587708,3.838446,5.117577,17.544317,20.269318,8.863856,4.659672,15.945455,3.504908,9.027496,3.613636,8.810796,0.27416,0.404772,2.26512,3.25631,2.42534,0.9457,1,1,7,2,6,3,5,4
15575,16642,7,1,1,14738,15021,15021,15973,28,15,1.068507,15021,20,1,1,2377.428467,5226.239746,5176.477539,0.574129,0.363495,2225,6.285714,1.351704,0.709921,14.571428,3.649373,4.778895,1.857143,4,0.0582139,0.103101,0.0321024,0.03256,0.0321536,0.0169,6,1,7,3,5,4,1,2
15838,40673,24,1,1,4861,5959,6209,13421,40,10,2.568064,5959,57,2,2,1694.708374,1323.05896,2265,2.355887,1.491529,659.916687,6,2.602627,1.243015,19.375,3.418091,10.009183,5.625,9.666667,0.0891494,0.18478,0.0853728,0.0499328,0.0538592,0.0346,6,1,7,4,5,3,1,2
16129,134569,706,806,735,4096,742,2700,18515,12,25,8.343295,742,19,9,6,190.607651,45.676785,220.927521,2.674456,7.582478,22.84561,7.560906,4.475159,2.356843,11.298867,1.163987,9.359442,7.124646,9.177053,0.20549,0.351274,2.00246,3.29948,2.53696,0.7209,1,1,7,2,6,3,5,4
16146,515651,1796,1,14,1,6,937,1014,60,68,31.936764,31,8,33,33,287.110809,5.47091,174.312973,7.956654,7.800309,8.989978,38.711582,31.080097,5.58981,39.14922,5.564072,31.758324,21.557907,32.594097,0.634272,0.863784,4.3656,6.76879,2.56656,2.3843,1,1,7,2,6,5,3,4
16428,433870,6,74,74,9894,4900,268926,377776,75,113,26.410397,7297,2107.5,38,1,72311.66406,2811.973389,102112.7891,17.559706,35.887955,2738,33.166668,14.737914,4.291039,44.666668,2.302639,32.095779,20.333334,32.333332,0.453039,0.686982,0.134214,0.14249,0.0745408,0.0498,6,1,7,5,3,4,1,2
16428,40400,5,74,2,9894,4900,27710,25314,5,9,2.459216,9257,2169,3,1,8080,3476.79126,10198.72461,1.000355,1.96276,3285.600098,4.4,1.925092,0.392386,3.6,0.159008,3.079364,2.6,3,0.0757796,0.171994,0.0230784,0.030496,0.0389952,0.0181,6,1,7,3,4,5,1,2
16554,39047,2,7493,371,8054,9054,29993,31547,4,9,2.358765,9054,8277,1,2,19523.5,777,10469.5,1.493053,1.940711,8277,5,2.242158,1.011193,2.5,0.015268,2.499533,2,2.5,0.0715828,0.163392,0.0120736,0.026864,0.0291744,0.0158,3,1,3,6,4,5,1,2
16614,556781,743,20,4,2,3,1480,1740,60,63,33.51276,52,24,38,36,749.368774,9.290245,308.037628,9.540114,9.297993,22.360701,41.860027,32.131084,8.415232,42.760429,7.675241,33.442581,17.711979,36.289368,0.686055,0.947743,3.37526,4.2968,2.24829,1.2524,1,1,7,2,6,5,3,4
16706,137957,301,1,1,5421,1425,1508,5251,129,329,8.257932,1425,47,5,3,458.328918,98.346718,266.537018,9.420354,15.184853,55.501659,67.019936,9.321087,13.136612,40.897011,8.714342,12.705526,3.996678,10.059801,0.299374,0.526442,1.1285,1.12748,0.600784,0.3625,1,1,7,6,2,5,4,3
16726,64320,92,1,1,6075,1839,2948,6365,41,87,3.84551,1839,97.5,3,2,699.130432,268.515839,541.873901,2.593934,5.140457,181.804352,34.684784,4.038799,4.935991,15.391304,2.513013,5.430595,2.358696,4.918478,0.224253,0.392848,0.39225,0.31135,0.198246,0.1024,6,1,7,5,1,4,3,2
16861,44511,32,3,1,2565,4695,6287,11785,24,133,2.639879,4695,122.5,2,2,1390.96875,966.632812,1794.207397,2.330543,1.687307,526.90625,9.8125,2.185149,0.856332,14.53125,2.296404,3.157581,1.96875,2.21875,0.123879,0.201988,0.12937,0.0724736,0.0762912,0.05,6,1,7,4,5,1,3,2
16955,26490,8,1,1,9116,13915,13915,22003,100,41,1.562371,13915,133.5,1,1,3311.25,4511.418945,4513.724121,2.745907,0.832359,2119.375,10.375,1.433209,0.767946,56.75,13.134768,9.514299,1.875,3.25,0.11042,0.375837,0.0431616,0.0373376,0.0364544,0.0197,6,1,7,5,4,3,1,2
17077,446500,16369,1,1,97,97,297,1783,297,297,26.146278,97,1,18,18,27.27717,0.801191,36.224155,35.725067,35.725067,1.043252,26.900238,26.803471,0.092739,26.962978,0.102718,26.856684,26.749466,26.857506,0.57486,1.08123,27.9713,25.1159,29.3543,17.9124,1,1,7,2,6,4,3,5
17281,257727,512,31,12,143,1084,3863,19277,62,50,14.913894,1084,4,12,14,503.373047,87.722519,887.693726,12.655421,8.124736,33.751953,22.876953,13.390903,4.59063,41.304688,9.143493,24.401356,13.294922,22.728516,0.407685,0.644554,1.2664,0.73415,0.553466,0.5563,1,1,6,5,6,2,4,3
17361,519260,2796,1,1,185,25,759,1284,90,351,29.909567,30,4,30,22,185.715302,5.293009,144.251617,10.737442,29.190481,6.209228,63.903435,30.92672,17.636316,40.680614,6.166424,31.338207,23.119814,31.055258,0.657388,1.20845,6.02636,13.9099,6.66368,3.9008,1,1,7,2,6,3,5,4
17361,178896,932,3,3,555,75,759,1284,30,117,10.304476,90,12,10,8,191.948502,15.878218,149.021744,3.568615,9.728805,18.627682,21.646996,10.645522,5.882642,13.893777,2.054584,10.781154,8.045064,10.685622,0.293534,0.518736,2.32092,5.4053,4.18334,0.9725,1,1,7,2,6,3,5,4
17361,519260,2796,1,1,185,25,759,1284,90,351,29.909567,30,4,30,22,185.715302,5.293009,144.251617,10.737442,29.190481,6.209228,63.903435,30.92672,17.636316,40.680614,6.166424,31.338207,23.119814,31.055258,0.654276,1.04644,5.97997,13.9459,6.65354,3.9017,1,1,7,2,6,3,5,4
17500,69981,23,1108,109,8166,1111,7550,9736,8,16,3.998914,1664,859,4,3,3042.6521,571.856323,2449.149414,1.572932,3.621499,760.869568,11.173913,3.031915,2.237529,6.956522,1.127875,4.278441,2.565217,3.804348,0.109284,0.516326,0.0887232,0.0648928,0.073424,0.0353,6,1,7,4,5,3,1,2
17546,69742,697,1,1,1,4,217,222,8,8,3.974809,54,21,4,4,100.060257,14.203279,56.163418,0.582568,0.488256,25.173601,4.714491,3.884584,0.457503,5.38307,0.539305,4.030359,2.767575,4.035151,0.12305,0.229935,1.02188,4.48633,3.13477,0.8915,1,1,7,2,6,3,5,4
17576,379864,46,4710,145,5383,511,79038,89809,63,37,21.612654,3425,85.5,5,36,8257.913086,806.454224,18784.25391,25.797445,16.762148,382.086945,26.47826,21.602032,7.674543,34.608696,12.794114,12.586806,2.586957,5.119565,0.431571,0.679429,0.214787,0.193846,0.169872,0.067,6,1,7,5,4,3,1,2
17576,379864,46,4710,145,5383,511,79038,89809,63,37,21.612654,3425,85.5,5,36,8257.913086,806.454224,18784.25391,25.797445,16.762148,382.086945,26.47826,21.602032,7.674544,34.608696,12.794114,12.586806,2.586957,5.119565,0.436776,0.783977,0.168691,0.197338,0.169158,0.0658,6,1,7,3,5,4,1,2
17730,118281,131,11,11,2422,2565,36444,33369,101,99,6.671235,2565,99,3,3,902.908386,297.243225,3225.099609,11.430446,10.993554,135.343506,12.664123,5.241081,2.457687,21.862595,4.134944,7.62171,4.740458,5.896946,0.182801,0.319067,0.545293,0.583146,0.493059,0.1455,6,1,7,1,2,5,3,4
17730,118281,131,11,11,2422,2565,36444,33369,101,99,6.671235,2565,99,3,3,902.908386,297.243225,3225.099609,11.430446,10.993554,135.343506,12.664123,5.241081,2.457687,21.862595,4.134944,7.62171,4.740458,5.896946,0.179962,0.301815,0.556774,0.594298,0.480358,0.1455,6,1,7,1,2,5,3,4
17758,71954,174,1,1,7419,137,5772,4796,144,572,4.05192,1587,21,4,2,413.528748,234.384094,826.073547,6.361107,18.277016,102.057472,127.189651,13.589298,29.853903,50.649426,10.251493,7.045663,2.310345,3.948276,0.129114,0.227965,0.837203,1.14063,0.667846,0.2164,1,1,7,6,2,5,3,4
17880,224310,519,398,398,1,2,1127,1127,23,23,12.545302,88,29,14,14,432.196533,20.705593,258.908264,3.074625,3.071349,34.450867,18.077072,12.490112,3.001536,18.088633,2.990669,12.567103,6.499037,13.608863,0.288654,0.606892,1.77498,2.88736,2.45955,0.6605,1,1,7,2,6,3,5,4
18000,3457658,5621,1,2,6,10,1807,3302,447,478,192.092117,11,3,191,182,615.132202,1.6679,392.592468,89.287598,112.700539,3.202277,264.301544,216.341782,36.877895,244.681366,45.111328,184.253952,130.865326,180.480881,7.80146,8.03071,26.2515,19.2914,11.635,12.9091,1,1,6,2,5,6,4,3
18289,70427,447,40,39,2648,2585,2625,5663,44,34,3.850785,2585,26,3,3,157.55481,128.51149,192.514404,3.377904,3.921281,40.914989,17.58613,4.46595,3.927808,13.149888,2.497774,4.451894,2.196868,3.868009,0.12062,0.232303,1.41837,1.92325,2.45791,0.4333,1,1,7,2,6,3,4,5
18289,70427,447,40,39,2648,2585,2625,5663,44,34,3.850785,2585,26,3,3,157.55481,128.51149,192.514404,3.377904,3.921281,40.914989,17.58613,4.46595,3.927808,13.149888,2.497774,4.451894,2.196868,3.868009,0.123962,0.213585,1.40702,1.99796,2.63055,0.4334,1,1,7,2,6,3,4,5
