MKL(seq) Ana,MKL(par) Ana,cuSPARSE(v1) iluAna,cuSPARSE(v2)iluAna,Sync-Free ilu Ana,MKL(seq) ilu,MKL(par) ilu,cuSPARSE(v1) ilu,cuSPARSE(v2)iu,Sync-Free ilu,cuSPARSE(v1) ana,cusparse(v2)ana,Sync-Free ana,MKL(seq) 10 iter,MKL(par) 10 iter,cuSPARSE(v1)  10 iter,cuSPARSE(v2)lvl,cuSPARSE(v2)nolvl  10 iter,Sync-Free  10 iter,FE_ilu,m,FE_oh_wo,Emp_oh_wo,FE_oh_w,Emp_oh_w,SycnFree_LU
1.37802,1.02693,0,2.91194,0,56.2817,56.3399,405.968,14.9996,0,202.469,14.9996,0.0233,6.6725,9.19181,9.67354,8.17648,25.9287,9.247,0.019066879,51448,0.053884609,0.28873465,0.072951488,0.82523579,7.696
1.43238,1.21455,0,4.72982,0,47.7474,47.2874,47.0252,4.57728,0,204.667,4.57728,0.0141,8.09493,13.0785,49.5652,40.0821,57.13,27.002,0.009800704,51537,0.405978494,0.40661606,0.415779198,0.55798316,6.745
1.1596,1.01859,0,0.74048,0,11.0536,11.3185,1.94048,0.413664,0,82.3915,0.413664,0.0086,4.06879,7.29269,3.15952,1.94778,3.01459,1.269,0.001163232,51993,0.025769919,0.106213064,0.026933151,0.131679788,3.072
1.26198,1.22892,0,3.0367,0,394.751,375.487,276.792,5.76922,0,456.189,5.76922,0.0244,23.9476,25.5371,60.8567,48.2622,37.9782,38.381,0.008692736,52329,0.356560288,0.69912361,0.365253024,1.75495953,17.348
4.05965,1.16954,0,4.71203,0,23586.9,23582.2,7539.58,58.9435,0,1598.44,58.9435,0.116,121.963,129.215,200.302,207.943,76.2142,92.987,0.062859264,52804,1.066792511,2.4886146,1.129651775,57.26095013,61.641
1.3123,1.12117,0,1.73622,0,140.896,142.139,13.7626,1.82989,0,151.268,1.82989,0.0137,5.48716,8.09726,17.5176,20.2491,15.5996,4.538,0.003581952,53370,0.105049986,0.2298295,0.108631938,0.53019321,5.281
1.34768,1.44154,0,1.85725,0,140.203,140.528,14.9012,1.82067,0,150.754,1.82067,0.0137,5.54541,7.89921,17.1617,20.3385,15.5392,4.541,0.004178944,53370,0.099951133,0.22604686,0.104130077,0.52535698,5.032
1.38337,0.974745,0,7.0864,0,26.465,26.6005,67.2061,6.95706,0,213.919,6.95706,0.0137,7.47634,9.72936,54.7457,73.4397,74.1438,19.929,0.013981664,54019,0.365508387,0.46314288,0.379490051,0.59745794,6.979
1.2543,0.962945,0,5.55613,0,216.245,217.162,291.961,16.9257,0,463.147,16.9257,0.0246,22.2573,24.4501,108.458,135.065,71.2284,51.291,0.022569984,54870,0.945099787,0.895205215,0.967669771,1.643055045,16.584
1.39296,1.02786,0,11.4288,0,9.18306,8.95656,33.8892,5.26643,0,102.166,5.26643,0.0106,3.18676,5.9976,39.9495,100.234,120.902,12.832,0.016554016,54929,0.357052031,0.392762135,0.373606047,0.461486185,2.775
1.40134,1.23027,0,12.7845,0,9.25017,9.37423,35.243,5.25926,0,102.338,5.25926,0.0105,3.13894,4.91906,40.7697,87.0305,110.151,12.821,0.016243744,54929,0.361055384,0.36885878,0.377299128,0.44076994,2.826
1.08885,1.11411,0,2.01693,0,35.9092,36.4927,6.61402,0.83968,0,160.718,0.83968,0.0135,7.50278,10.3421,8.27114,5.47926,17.9261,4.803,0.004778016,55476,0.05270624,0.21852717,0.057484256,0.3003997,5.746
1.46582,1.03629,0,1.09293,0,112153,112664,6165.63,1059.22,0,1295.76,1059.22,0.077,91.3056,89.009,8.48416,12.5085,11.6787,11.177,1.04647876,56814,0.084133825,2.58142292,1.130612585,234.6243659,50.923
1.23747,1.03048,0,0.327744,0,7.57862,7.64258,0.267232,0.57552,0,71.4433,0.57552,0.0081,3.02774,4.90176,0.376864,0.639488,0.756672,0.36,0.000614432,57735,0.003793472,0.084591554,0.004407904,0.10098325,2.355
1.24379,0.940105,0,0.24928,0,681.597,688.225,5.03706,2.4279,0,100.648,2.4279,0.0089,4.12865,7.65227,0.43104,0.87536,0.861184,0.484,0.002880512,57975,0.003407552,0.119785254,0.006288064,1.497321494,4.013
1.14476,1.10312,0,0.262496,0,686.14,682.037,4.58138,2.42589,0,104.586,2.42589,0.0089,3.9962,6.38813,0.435808,0.875456,0.866304,0.483,0.002837472,57975,0.003384128,0.122249583,0.0062216,1.497696349,4.065
1.21748,1.1843,0,1.86358,0,158.806,159.73,15.0415,2.04182,0,167.078,2.04182,0.015,6.32663,8.55074,18.2848,21.7042,17.0824,5.18,0.004064256,59310,0.118076066,0.24851147,0.122140322,0.58599437,5.45
1.34069,1.13117,0,1.95206,0,158.808,158.914,15.061,2.50163,0,166.061,2.50163,0.0149,6.1193,9.24684,18.4151,20.592,17.6558,5.181,0.004635648,59310,0.110619935,0.24818935,0.115255583,0.58542604,5.933
1.0902,1.0534,0,120.885,0,4.36823,4.64309,210.237,143.802,0,388.176,143.802,0.0074,2.991,5.24319,618.488,1157.3,1365.28,487.076,0.2771763,60000,15.77512701,4.17083545,16.05230331,4.65477077,1.886
1.17393,0.997977,0,0.365504,0,419.548,419.768,358.957,10.5246,0,64.1712,10.5246,0.017,2.42282,4.19225,1.80909,1.82582,1.59952,1.74,0.010974208,60008,0.005556064,0.0904459,0.016530272,1.299609004,1.752
1.58105,1.30136,0,1.08339,0,12911.6,12858.4,8322.35,103.482,0,126.347,103.482,0.0492,4.56076,7.84327,6.71213,12.4772,9.67782,6.42,0.104749054,60012,0.019492448,0.279741287,0.124241502,34.47665668,4.472
1.45092,1.0218,0,4.912,0,54.2956,54.5472,4.59059,0.656416,0,332.952,0.656416,0.0189,9.93129,14.0773,4.80538,3.86922,45.6304,9.627,0.006639616,60098,0.03980016,0.424450316,0.046439776,0.543452122,10.784
1.36041,1.07507,0,3.01405,0,147.257,139.628,111.505,5.43235,0,356.454,5.43235,0.0233,15.3618,20.4689,52.6859,54.5652,36.5804,22.188,0.008979456,60740,0.340984313,0.56623257,0.349963769,0.97306897,13.323
1.32789,1.13898,0,47.9642,0,2305.05,2304.35,27816.9,321.661,0,824.442,321.661,0.0437,30.4886,31.502,989,784.971,910.358,807.968,0.3743078,61349,15.57716382,4.70286978,15.95147162,37.49879498,20.704
1.26492,1.34748,0,53.5505,0,7430.72,7426.04,77723.5,408.297,0,1208,408.297,0.0675,63.1182,75.7688,1157.24,806.755,1008.5,842.295,0.468905945,61349,15.67628509,5.57250837,16.14519103,98.61461587,35.603
1.47501,1.11111,0,24.8546,0,61.9059,61.807,144.873,16.2898,0,342.989,16.2898,0.019,11.1017,14.2479,105.482,198.054,230.125,52.612,0.037513214,62424,1.10671625,0.9735328,1.144229464,1.2832631,11.866
1.27838,0.955317,0,24.0396,0,61.2147,61.2207,144.858,15.8044,0,343.307,15.8044,0.019,12.0638,15.9314,105.55,203.533,218.349,52.666,0.039452671,62424,1.10380321,0.96980972,1.143255881,1.27694712,11.21
1.36412,1.17626,0,22.2437,0,61.169,60.4725,144.465,15.8157,0,341.767,15.8157,0.019,12.3002,13.8218,105.241,214.528,227.758,52.626,0.039597057,62424,1.093838117,0.986110397,1.133435174,1.290276297,11.541
1.46122,1.4807,0,6.30416,0,723.506,724.388,344.888,26.2923,0,649.972,26.2923,0.0363,40.4511,45.8806,117.305,166.128,105,38.807,0.032970753,62451,0.63037728,1.19241268,0.663348033,3.01779114,23.802
1.21327,1.27385,0,0.552544,0,9.0087,9.24343,0.457728,0.201728,0,115.003,0.201728,0.0099,3.29075,5.84469,1.11082,0.909888,1.1776,0.532,0.000800768,62500,0.009785024,0.131022296,0.010585792,0.150486426,3.332
4.56231,1.10034,0,5.76147,0,36959.6,36956.9,9664.98,78.7589,0,2113.53,78.7589,0.1518,165.386,172.532,237.41,222.518,85.2644,104.146,0.083363838,63838,1.162464517,3.18218422,1.245828355,86.84818459,80.672
1.18233,1.17442,0,12.1323,0,10.7811,10.4284,38.4614,6.1399,0,118.353,6.1399,0.0102,3.80249,6.03091,49.8832,136.618,143.761,14.912,0.020027391,64089,0.411836796,0.48517335,0.431864187,0.56311645,3.362
1.27675,1.07956,0,13.5966,0,9.83755,10.4849,38.4502,6.17373,0,118.98,6.17373,0.0102,3.60523,5.71573,49.5223,148.931,143.209,14.906,0.020303841,64089,0.416260374,0.49340994,0.436564215,0.57195292,3.339
1.19294,0.962866,0,0.418112,0,257.106,258.558,77.4369,6.41024,0,108.867,6.41024,0.0127,5.02982,7.66636,0.616736,1.5583,1.44589,0.445,0.006935552,64810,0.002997472,0.134408356,0.009933024,0.734337608,4.413
1.24317,0.923796,0,7.10826,0,46.8207,47.2614,39.1793,5.18451,0,216.012,5.18451,0.0146,7.79933,10.1182,58.8228,135.342,74.5155,23.313,0.01431552,65025,0.436387344,0.533277746,0.450702864,0.678831916,6.883
1.3558,1.20172,0,2.73312,0,60.6006,60.6547,11.8088,2.43098,0,314.283,2.43098,0.0244,10.3033,12.9471,15.8852,23.4933,27.7197,11.741,0.005971968,66127,0.105725442,0.420994946,0.11169741,0.559223146,10.844
1.33075,1.14414,0,3.0551,0,60.1957,60.9755,11.7965,2.42176,0,314.999,2.42176,0.0243,11.8773,13.5764,17.2811,22.7452,27.9563,11.736,0.00759808,66127,0.103613885,0.42517488,0.111211965,0.56361944,10.931
1.35154,1.07287,0,2.86358,0,73.0382,73.0665,27.906,3.54611,0,326.51,3.54611,0.0264,14.0146,15.8977,32.9134,33.0562,25.727,13.571,0.006175744,66917,0.221730534,0.4677373,0.227906278,0.64815769,11.082
1.18166,1.15461,0,49.5057,0,161.073,160.49,2158.13,284.642,0,699.057,284.642,0.0315,18.4729,17.8574,963.018,750.826,840.732,873.587,0.343089111,67024,17.54329853,4.45064821,17.88638764,7.26448891,13.969
1.54358,1.01201,0,3.04422,0,845.136,847.057,76.6955,4.47693,0,617.18,4.47693,0.0466,43.0338,44.7356,21.5491,20.2838,27.9807,18.691,0.00741376,67173,0.113524862,0.8003138,0.120938622,2.57672345,23.723
1.30831,0.917292,0,0.651328,0,325.155,325.609,166.779,9.98806,0,115.934,9.98806,0.0151,5.11897,7.77081,0.782784,2.96694,1.68349,0.537,0.010222592,67458,0.003414144,0.147352744,0.013636736,0.975535132,4.255
1.40187,0.994976,0,8.6097,0,11.1457,11.4279,8.74291,2.3849,0,137.614,2.3849,0.0111,5.29868,8.31059,20.8179,24.0887,83.4437,14.723,0.010799104,67759,0.148608706,0.298918172,0.15940781,0.341229282,4.248
6.11432,1.32165,0,27.3054,0,103262,104145,18091.2,338.132,0,539.31,338.132,0.0378,22.1954,25.7405,325.335,379.782,303.107,232.23,0.436057068,68121,4.665322491,2.168266546,5.101379559,228.0319039,18.846
1.12598,0.923084,0,2.45286,0,10.3331,10.4357,8.65178,1.08851,0,114.468,1.08851,0.0087,6.29626,8.89919,14.9385,11.4325,16.216,7.269,0.003261408,68902,0.09965776,0.18805263,0.102919168,0.22101458,3.372
1.25213,1.15185,0,0.64416,0,368.794,369.128,172.196,10.0905,0,120.754,10.0905,0.0153,5.10701,7.73642,0.774944,2.10307,1.69885,0.583,0.01078784,68924,0.003906368,0.150912158,0.014694208,1.071764818,4.601
1.414,1.02593,0,0.778592,0,573.455,545.846,4.52502,1.47354,0,480.414,1.47354,0.0301,17.6845,22.42,2.60838,2.60704,5.93808,3.059,0.002648096,70304,0.016831584,0.53863862,0.01947968,1.664716772,17.001
1.43039,1.1284,0,0.796832,0,545.555,545.755,4.47798,1.94867,0,480.182,1.94867,0.0299,16.9345,23.3711,2.59843,3.62048,5.90435,3.057,0.0033792,70304,0.017069824,0.54008636,0.020449024,1.638619842,16.528
1.48966,0.979099,0,8.33926,0,93.7596,94.2519,142.418,18.7474,0,360.602,18.7474,0.0239,13.979,16.1347,107.306,185.83,93.2996,55.861,0.029103104,70656,1.158933341,0.85434239,1.188036445,1.21185855,12.087
1.28859,0.948621,0,1.86426,0,2041.8,2040.14,586.762,9.20678,0,842.74,9.20678,0.0464,60.8845,64.7663,62.2477,41.5023,19.2943,19.386,0.010933216,71505,0.312759614,1.122543039,0.32369283,5.802316079,31.618
2.33112,1.98517,0,12.3933,0,141662,141050,54941,250.298,0,4229.22,250.298,0.203,347.197,435.821,648.578,448.056,196.047,267.812,0.271329254,72000,3.096548394,6.825469211,3.367877648,344.7411605,164.182
1.59859,1.24307,0,6.74275,0,258.353,259.094,292.008,12.5031,0,617.252,12.5031,0.0308,35.5638,42.7989,117.793,113.518,83.7181,71.417,0.019113983,73752,0.823084784,1.09891099,0.842198767,1.92761184,22.069
1.31033,1.11797,0,4.14397,0,16.5991,16.5597,8.01178,1.4776,0,146.855,1.4776,0.0105,4.69323,7.7778,11.8043,29.7864,29.2014,5.297,0.005494752,74752,0.146547072,0.23974489,0.152041824,0.28653704,4.185
1.0671,1.31551,0,0.559648,0,11.9152,12.1102,1.49094,0.245792,0,130.11,0.245792,0.0112,3.97232,7.05424,1.13792,1.01546,1.33008,0.599,0.000859168,75000,0.010342912,0.147904312,0.01120208,0.174226092,3.819
1.90488,1.31535,0,0.78,0,18415.6,18421.7,315.162,202.324,0,344.029,202.324,0.0209,12.8396,16.2452,3.46448,4.53648,3.82976,12.141,0.185429977,76216,0.02729728,0.60181303,0.212727257,37.95737903,12.839
1.15504,1.06516,0,46.4988,0,5.6601,6.37703,67.0843,34.5754,0,194.826,34.5754,0.0081,3.8167,6.17452,168.09,600.869,489.326,112.849,0.083947556,76480,3.522187764,1.61375495,3.60613532,1.77395058,2.226
1.36098,0.932167,0,0.532192,0,786.973,784.039,405.768,15.5075,0,156.52,15.5075,0.0222,6.48426,10.1477,1.95818,2.8713,2.23232,0.777,0.017046528,76638,0.004144128,0.19874066,0.021190656,2.191560352,5.77
1.60909,1.25554,0,5.51334,0,685.217,684.446,220.114,8.31795,0,723.845,8.31795,0.049,49.4822,51.594,78.4678,121.325,97.9722,49.764,0.015028224,79171,0.477338398,1.183110297,0.492366622,2.786718587,26.107
1.2598,1.12898,0,5.47194,0,685.46,686.588,220.098,8.26678,0,721.846,8.26678,0.0489,50.5518,53.3443,78.4054,130.366,106.023,49.739,0.01503744,79171,0.474906667,1.20145581,0.489944107,2.80734053,26.319
1.49434,1.13669,0,5.49254,0,685.686,684.258,220.541,8.67434,0,723.56,8.67434,0.0488,50.2589,58.4674,78.642,130.75,107.046,49.761,0.01454896,79171,0.494065557,1.20959722,0.508614517,2.8142491,26.662
1.27295,1.17634,0,0.503072,0,10.3833,11.1905,0.144384,0.229376,0,129.093,0.229376,0.0105,5.08816,7.67206,0.441856,0.95488,1.95779,0.902,0.000792576,79841,0.004080832,0.148980652,0.004873408,0.171431284,4.358
1.24862,1.14436,0,0.516672,0,441.632,442.263,334.011,10.667,0,89.6034,10.667,0.0207,3.30889,5.57039,1.41235,2.77968,2.53536,1.132,0.01097728,80016,0.005418176,0.11947906,0.016395456,1.348568732,2.491
1.04606,1.09619,0,0.508768,0,495.261,496.876,346.805,10.539,0,89.014,10.539,0.021,3.1945,7.90692,1.36163,2.23664,2.13693,1.147,0.011055104,80016,0.005401728,0.1199506,0.016456832,1.469940368,2.935
1.21159,0.951616,0,2.3,0,114.492,115.974,424.014,15.4143,0,81.2933,15.4143,0.0318,3.14948,6.22212,2.44166,4.03034,2.41251,0.731,0.01627648,80209,0.0084344,0.11786876,0.02471088,0.79006306,2.242
1.16134,0.906377,0,0.378432,0,7.11996,7.66134,0.100352,0.162816,0,97.367,0.162816,0.0087,3.56305,6.09301,0.243424,0.862176,0.9736,0.49,0.000620576,80595,0.00234016,0.111926982,0.002960736,0.127349882,3.261
1.36071,1.07866,0,5.31389,0,8.184,8.44496,2.02957,1.3015,0,156.109,1.3015,0.0093,4.20673,6.68418,8.7775,21.565,48.1138,10.564,0.005886976,80800,0.060269537,0.259398727,0.066156513,0.284672647,3.478
1.25806,0.861763,0,2.58944,0,5.37102,5.59631,6.12864,2.7689,0,112.787,2.7689,0.0077,3.18926,5.32654,18.6312,83.4508,24.7757,8.646,0.005405696,81920,0.287725308,0.26202247,0.293131004,0.28447678,2.23
1.1829,1.01231,0,2.58573,0,5.17161,5.60026,6.13069,2.77402,0,111.724,2.77402,0.0077,3.24148,8.15083,18.5864,77.768,23.4721,8.646,0.005400576,81920,0.283377727,0.256490353,0.288778303,0.278752663,2.406
1.29205,1.00627,0,4.17453,0,16.0955,17.1894,13.8957,3.40278,0,154.262,3.40278,0.0118,9.37099,12.5147,30.5713,57.9767,28.544,10.469,0.00735744,82654,0.280339326,0.30931848,0.287696766,0.36407639,5.14
1.38793,1.16299,0,3.12102,0,1140.1,1131.48,118.032,6.57408,0,950.613,6.57408,0.0522,72.5772,76.4395,31.105,26.5217,51.7335,27.399,0.00987136,83334,0.166824389,1.2453135,0.176695749,3.6446206,35.158
1.15309,1.07637,0,0.503648,0,355.81,355.465,228.613,12.2184,0,134.947,12.2184,0.0166,5.82117,8.18587,1.19104,2.49549,1.99581,0.691,0.012094464,84064,0.00367568,0.1701133,0.015770144,1.122723348,4.413
2.74303,3.71649,0,1.43062,0,245268,250920,9697.8,2213.81,0,1942.59,2213.81,0.1087,139.6,142.823,9.44774,14.6169,13.7881,15.603,2.029380615,84414,0.107979168,4.4946169,2.137359783,512.5956575,76.077
1.31847,1.19581,0,9.80374,0,6.00251,6.73537,7.84077,2.85802,0,143.418,2.85802,0.0089,4.39822,6.63563,31.8347,129.236,101.309,24.257,0.012837888,84617,0.251283358,0.45041499,0.264121246,0.4836554,3.182
1.3279,1.02877,0,0.93184,0,348.732,344.166,17.4131,2.08592,0,433.484,2.08592,0.0399,20.3783,24.9938,6.3575,4.06736,4.38781,2.569,0.00407552,85623,0.03937248,0.50087787,0.043448,1.21420673,15.911
1.32187,1.12784,0,1.44662,0,557.165,556.003,811.501,26.4335,0,151.859,26.4335,0.0099,6.61998,9.20483,7.04406,7.39718,10.7028,10.118,0.029020161,86916,0.047296738,0.23174592,0.076316899,2.18429504,4.108
1.06634,1.09763,0,1.46755,0,557.55,561.632,810.58,28.2429,0,151.62,28.2429,0.0099,6.68259,9.40646,6.53718,7.2527,10.7253,10.24,0.032631809,87190,0.048432961,0.23316674,0.08106477,2.19263919,4.631
1.21045,0.874849,0,1.49274,0,562.329,558.257,809.24,25.5806,0,151.846,25.5806,0.01,6.7263,9.56417,6.52701,7.2752,11.3019,10.251,0.030582785,87190,0.048172258,0.23124615,0.078755043,2.18814549,4.678
1.69009,1.08625,0,0.754464,0,13.6094,14.2516,0.669696,0.300032,0,156.965,0.300032,0.0137,4.66517,6.71993,1.65968,1.15715,1.49594,0.733,0.000939008,87500,0.011613088,0.175794901,0.012552096,0.205380093,4.2
1.17379,1.05488,0,10.9209,0,13.8444,14.3513,12.6464,3.48877,0,190.042,3.48877,0.0141,7.07605,9.60109,27.3105,38.2216,96.6522,15.793,0.014059488,88263,0.24215616,0.39097565,0.256215648,0.44622742,5.555
1.17263,1.01533,0,13.984,0,19.1377,20.0165,13.5567,4.84048,0,264.948,4.84048,0.0154,7.42628,9.35892,35.8279,94.2421,141.832,32.048,0.017907681,89400,0.256178237,0.59276775,0.274085918,0.66430313,7.432
1.30377,1.14332,0,7.97126,0,189.948,199.253,85.9259,7.51613,0,634.671,7.51613,0.0336,40.1492,44.4574,59.3375,56.6536,81.6537,79.51,0.014723072,90449,0.430196992,1.00617009,0.444920064,1.49678438,23.614
1.37864,1.23506,0,6.44189,0,355.461,358.073,190.845,10.0987,0,790.752,10.0987,0.0406,53.1948,59.0497,93.2802,97.5354,76.8379,81.277,0.017346527,90449,0.671956033,1.26451339,0.68930256,2.18543298,29.752
8.1784,1.0226,0,2.6273,0,88543.6,89416.9,68172.5,207.112,0,186.68,207.112,0.2646,10.1526,13.6776,17.7369,29.4672,20.6561,4.873,0.217179108,93279,0.044005344,0.4932337,0.261184452,246.835973,8.213
1.18676,1.08211,0,1.25219,0,364.614,385.333,1183.82,28.3638,0,147.176,28.3638,0.0096,6.25299,10.9166,3.00806,4.91674,6.7543,9.186,0.027047935,94294,0.022529216,0.22578509,0.049577151,2.18916808,3.891
1.18819,1.05888,0,1.58598,0,584.947,556.12,814.094,27.604,0,159.918,27.604,0.0111,6.88698,9.65333,6.9079,7.27002,12.201,10.405,0.030692352,94294,0.050703936,0.2431262,0.081396288,2.22747718,5.008
1.31225,1.09498,0,1.67312,0,554.221,553.822,814.177,27.5753,0,160.234,27.5753,0.0113,7.03889,12.0541,6.92304,6.86723,11.519,10.398,0.030845984,94294,0.051660034,0.24486793,0.082506018,2.19633635,5.162
1.48593,1.05688,0,74.2485,0,1936.1,1938.83,15436.5,470.175,0,1279.47,470.175,0.0619,60.2433,67.2527,1563.29,1168.34,1322.74,1326.743,0.566394836,97569,26.11801704,7.26072313,26.68441187,27.11657663,30.453
1.47351,1.14533,0,4.74915,0,2270.15,2267.27,2333.35,24.1715,0,1506.67,24.1715,0.0769,122.477,163.273,204.339,165.957,58.37,71.282,0.028829697,97578,1.188017796,2.31915921,1.216847493,9.21884986,56.281
1.26636,1.05212,0,0.859328,0,17.7288,18.0746,12.1569,0.917536,0,150.013,0.917536,0.0172,9.66682,12.3513,2.48672,1.37178,1.98653,1.476,0.001642496,99190,0.011728448,0.182905726,0.013370944,0.23264289,4.645
1.43391,1.02427,0,8.3265,0,10004.8,10019.8,65308.4,865.584,0,219.136,865.584,0.0528,10.8816,14.3261,12.5078,93.1559,93.3755,18.735,0.774505432,99340,0.053181729,1.33007318,0.827687161,87.53698368,6.536
1.40052,1.11709,0,30.6395,0,85.5622,86.2978,364.498,54.4962,0,399.038,54.4962,0.0278,17.7392,30.3797,366.439,420.043,378.77,146.967,0.086714371,101492,3.855373424,1.81635808,3.942087795,2.43785178,11.208
1.30202,1.0361,0,1.13792,0,23.925,25.2755,4.33357,1.07622,0,183.176,1.07622,0.0157,10.9588,16.6804,7.66013,7.08861,3.42528,3.47,0.002034688,102158,0.101781727,0.23606875,0.103816415,0.29181696,5.561
1.33876,1.0574,0,1.13475,0,23.9517,24.3431,4.82611,1.07213,0,185.075,1.07213,0.0157,10.9686,16.8448,7.6639,7.42829,3.42733,3.473,0.002028544,102158,0.096465374,0.23830687,0.098493918,0.29363466,5.728
1.37117,1.00622,0,7.17184,0,87.4642,83.547,326.67,12.8614,0,409.362,12.8614,0.0281,15.5971,17.3252,14.4453,14.3964,75.3796,27.056,0.019682304,103430,0.091439102,0.58884726,0.111121406,1.1065617,13.981
1.34367,1.09499,0,0.636,0,10.8836,11.1784,0.300032,0.311296,0,139.103,0.311296,0.0105,4.75804,9.30786,1.03027,1.40365,1.62202,1.056,0.001024992,105676,0.010096704,0.160980026,0.011121696,0.184289354,3.559
1.53916,1.0496,0,4.38928,0,216.988,217.124,154.952,9.69728,0,510.794,9.69728,0.0431,26.9834,31.1753,101.252,118.729,64.4352,30.831,0.015381504,106437,0.699205745,0.89637894,0.714587249,1.4995295,17.747
1.34514,1.2225,0,5.96755,0,2184.93,2186.37,2478.18,35.9414,0,1569.54,35.9414,0.0784,125.686,129.91,215.148,273.702,89.1893,78.548,0.043020287,108384,1.386014177,2.52033186,1.429034464,9.41172081,59.001
1.35436,0.989917,0,3.70438,0,7.18017,7.02546,2.45965,2.21392,0,125.463,2.21392,0.0098,4.24931,8.55437,7.02474,15.5328,25.0123,7.034,0.006368256,109460,0.144055549,0.19766188,0.150423805,0.22024546,3.543
1.45679,0.913336,0,1.01821,0,41.7742,41.6832,9.43514,2.1975,0,149.79,2.1975,0.0108,6.81738,10.9234,1.4519,1.744,4.09277,3.139,0.003017728,110355,0.013201824,0.182511027,0.016219552,0.278619277,4.279
1.2531,0.934465,0,12.8511,0,11.2994,11.3358,2.09306,1.41619,0,209.757,1.41619,0.0112,5.57825,7.63989,8.88918,15.6412,140.771,17.815,0.015321088,112211,0.065076736,0.409889036,0.080397824,0.448884586,4.929
1.43496,1.23475,0,84.0653,0,4989.34,4992.02,32076.6,610.892,0,1821.35,610.892,0.0949,103.025,109.796,1988.21,1400.22,1603.35,1605.554,0.71724231,112985,31.41936745,9.244679465,32.13660976,51.99759677,49.655
1.39773,1.7231,0,83.8259,0,4507.58,4504.5,28884.8,585.453,0,1742.89,585.453,0.0885,96.4744,119.943,1949.02,1387.95,1597.55,1589.062,0.695261169,112985,31.52340122,9.07110061,32.21866239,47.63725951,47.368
1.45783,0.996628,0,10.3423,0,718.191,682.326,337.737,15.0497,0,664.565,15.0497,0.059,44.8802,47.0886,55.2807,55.0054,112.633,26.501,0.026294271,113076,0.349954019,1.02418343,0.37624829,2.78782943,24.424
1.3647,1.03862,0,9.92742,0,718.645,685.308,337.849,16.0369,0,665.628,16.0369,0.059,42.5557,46.7466,55.7533,58.172,109.75,26.497,0.026184704,113076,0.361832541,1.023652958,0.388017245,2.791419278,24.055
1.49138,1.12202,0,11.1686,0,682.914,681.409,337.737,14.6627,0,667.068,14.6627,0.0589,44.1176,48.3331,55.7097,57.0152,114.107,26.492,0.026548256,113076,0.349788985,1.02996752,0.376337241,2.75785882,24.348
1.4531,1.17967,0,9.97629,0,718.369,684.524,337.849,15.9109,0,644.468,15.9109,0.059,42.4219,45.109,55.686,56.6977,112.788,26.498,0.027173887,113076,0.3484807,1.0022519,0.375654587,2.76888109,24.197
1.46658,1.15581,0,80.0305,0,2343.7,2391.08,23639.2,517.042,0,1487.12,517.042,0.0685,71.6735,73.7695,1814.07,1329.88,1508.28,1532.534,0.607668213,113081,30.91589738,8.33707027,31.5235656,37.30812277,36.287
1.47528,1.05884,0,4.18525,0,747.929,746.926,635.132,14.4076,0,1086.59,14.4076,0.0548,81.5231,83.2636,133.793,138.315,57.5672,45.027,0.018718719,114919,0.893445252,1.64316369,0.912163971,3.79174354,40.173
1.42295,1.01381,0,10.6757,0,785.149,784.31,557.211,24.5893,0,674.233,24.5893,0.0605,43.0179,48.4255,56.8228,62.481,105.428,27.018,0.037499905,115625,0.350520224,1.04461012,0.388020129,3.20654512,24.708
1.38459,1.10961,0,10.5714,0,784.642,781.756,556.99,24.7552,0,671.401,24.7552,0.0605,47.0879,58.2389,56.5952,61.5755,105.904,26.991,0.034672672,115625,0.348980763,1.05504596,0.383653435,3.21376056,24.99
1.43124,0.958066,0,10.5425,0,782.054,780.861,556.674,26.4315,0,671.01,26.4315,0.0605,45.9764,47.863,56.4372,58.5704,102.846,26.994,0.038014977,115625,0.346763005,1.0386832,0.384777982,3.1952462,24.926
1.442,1.00262,0,11.3789,0,783.655,781.313,556.699,23.938,0,669.713,23.938,0.0605,46.3488,48.0367,57.1234,60.9318,102.031,27.001,0.03433165,115625,0.350283858,1.037573506,0.384615508,3.194557406,24.739
1.31198,1.09697,0,14.4265,0,14.6203,15.4723,7.31034,1.95994,0,251.605,1.95994,0.0129,7.15682,10.1606,20.4897,30.9125,148.822,22.005,0.016295937,115967,0.155515652,0.49556908,0.171811589,0.54935846,6.145
1.40048,1.0618,0,15.1153,0,9117.36,9199.84,204726,528.879,0,1375.71,528.879,0.116,82.5685,84.7138,491.72,140.674,140.27,51.207,0.553155579,116158,0.480462674,2.89826725,1.033618253,226.4854616,50.656
1.28864,1.36134,0,0.796512,0,4067.25,4067.98,185.208,49.7203,0,185.274,49.7203,0.0111,6.35095,10.7491,1.62294,2.23283,3.24912,26.929,0.050162689,116835,0.040321151,0.28860162,0.09048384,8.659556432,5.431
1.34259,1.12579,0,0.776928,0,4066.99,4066.26,185.271,50.0081,0,187.469,50.0081,0.0111,6.32801,8.90962,1.17926,2.22861,3.69878,26.943,0.05015757,116835,0.039839872,0.28942546,0.089997442,8.658731488,4.917
